DATE,Currency in Circulation / Total Assets,Effective Federal Funds Rate (%),Loss Function
2002-12-31,93.20357315818879,1.2383870967741937,-36.05336009501968
2003-01-31,93.74833038598163,1.2351612903225806,-0.5411914576482135
2003-02-28,94.24757321932107,1.2621428571428572,-0.7232274689412658
2003-03-31,94.439552201423,1.2529032258064516,-0.7080299865474442
2003-04-30,93.23256705147215,1.258,-0.994353011469725
2003-05-31,93.52119838885744,1.2590322580645161,-1.1683602430809146
2003-06-30,93.67029832678307,1.2226666666666666,-1.70997150602155
2003-07-31,93.60900643721445,1.011290322580645,-1.44150774520833
2003-08-31,93.85044780817505,1.0290322580645161,-1.3138443810721987
2003-09-30,93.87683844367669,1.01,-1.3457518560381998
2003-10-31,93.79411577306709,1.01,-1.0592716499000236
2003-11-30,94.45093198226134,0.996,-0.6977134362625161
2003-12-31,94.25929864534484,0.9841935483870967,-0.5397606590165971
2004-01-31,93.92236803450807,0.9970967741935484,-0.4427063796223913
2004-02-29,94.640110370377,1.007241379310345,-0.31977080003967795
2004-03-31,94.49203084424607,1.0016129032258065,-0.5808461438747919
2004-04-30,94.04292544300442,1.004,-0.3051726311160206
2004-05-31,94.3329766962517,1.0045161290322582,-0.3087879557106206
2004-06-30,94.27026044978523,1.0256666666666667,-0.3004648973468297
2004-07-31,94.68270465687341,1.2635483870967743,-0.21398979819820324
2004-08-31,95.26965207292741,1.4293548387096775,-0.1432165564298489
2004-09-30,93.87730808196555,1.605,-0.13818492206481325
2004-10-31,93.96603827432575,1.7609677419354839,-0.22224014449037766
2004-11-30,93.46662405937145,1.932,-0.13603148006425653
2004-12-31,93.12990328720652,2.1561290322580646,-0.13781744599712492
2005-01-31,92.95030106440414,2.2793548387096774,-0.04908243248590766
2005-02-28,93.73348610201589,2.501785714285714,-0.1160125691698609
2005-03-31,93.7208743586689,2.629032258064516,0.030989577077528405
2005-04-30,93.7789302885812,2.7849999999999997,-0.023709111788140357
2005-05-31,93.61494940567809,3.00258064516129,0.02318036415249288
2005-06-30,93.52146181743723,3.0356666666666663,0.007453486331724652
2005-07-31,93.68105890577284,3.2625806451612904,0.013190024801047308
2005-08-31,93.64596441993282,3.4996774193548386,0.035547150533199505
2005-09-30,93.57174254680551,3.6229999999999998,0.03768127109912991
2005-10-31,93.84847363106222,3.7793548387096774,0.06971454472040217
2005-11-30,93.7566811780563,3.999,0.09372767642417679
2005-12-31,93.24832295057135,4.1570967741935485,0.08674351928639225
2006-01-31,94.05691187141305,4.285161290322581,0.10289171156886935
2006-02-28,94.19216026788068,4.491428571428572,0.052899455342899554
2006-03-31,94.06907913093289,4.589354838709677,0.10650194336404299
2006-04-30,94.32638055110183,4.790333333333334,0.20708229209158618
2006-05-31,94.28508143854503,4.940322580645161,0.30615873873887206
2006-06-30,93.8843468023895,4.991,0.49174636053191384
2006-07-31,93.98307776599589,5.235161290322581,0.3686414611628318
2006-08-31,93.98269611234524,5.2464516129032255,0.5180257950659326
2006-09-30,94.08563900921442,5.254666666666666,0.5772953278125064
2006-10-31,93.4698511070969,5.245161290322581,0.5552119553376502
2006-11-30,93.27034701506275,5.245666666666667,0.2846787222692834
2006-12-31,93.80694500506661,5.2380645161290325,0.3996779575691217
2007-01-31,93.91465002497507,5.248387096774193,0.36884339443154324
2007-02-28,92.8667589149298,5.258928571428571,0.5039087521815376
2007-03-31,92.85668016800427,5.256774193548387,0.43137395691180086
2007-04-30,93.12282902841085,5.249666666666667,0.23241290371111734
2007-05-31,92.48036207043494,5.2535483870967745,0.28655346638064544
2007-06-30,93.52611167437182,5.2540000000000004,0.10635938808961964
2007-07-31,93.56191986732604,5.258387096774193,0.05133780067745951
2007-08-31,93.59743449070439,5.022258064516129,0.10199424439210798
2007-09-30,92.38977986983025,4.938,0.05732552322541026
2007-10-31,92.67804678357511,4.755483870967741,0.07935005455602559
2007-11-30,92.49015569818818,4.486666666666666,0.1566701910958494
2007-12-31,92.60592031009615,4.244516129032259,0.1550144274453425
2008-01-31,91.34549341210482,3.9403225806451614,0.02812022560598016
2008-02-29,92.37028116981934,2.9806896551724136,0.005189843872044496
2008-03-31,91.74791258470997,2.6103225806451613,-0.01202286192843054
2008-04-30,91.81356658341141,2.2783333333333333,-0.0038910564729041875
2008-05-31,91.56764495747973,1.9783870967741934,-0.23435361546748473
2008-06-30,91.89577966732988,2.001,-0.456591378780564
2008-07-31,91.60623024406138,2.009677419354839,-0.7708813849419597
2008-08-31,91.64451224642649,1.996451612903226,-1.4258657787574722
2008-09-30,82.61158781702153,1.8116666666666668,-1.476947226894
2008-10-31,49.149978241674965,0.9693548387096774,-2.752959888370874
2008-11-30,40.28173337772955,0.3876666666666667,-4.060367701048071
2008-12-31,39.49559673580874,0.15516129032258064,-6.613581049228727
2009-01-31,43.572032022727484,0.15419354838709678,-9.751867734532276
2009-02-28,47.52029957029244,0.22214285714285714,-12.98003045734038
2009-03-31,45.38176966844427,0.18064516129032257,-16.190901097314626
2009-04-30,42.543393562966756,0.15033333333333332,-18.21068427900781
2009-05-31,42.42350772840395,0.1774193548387097,-21.933428910978147
2009-06-30,44.12084700094432,0.20633333333333334,-23.120276144334465
2009-07-31,44.9815367712702,0.15580645161290324,-23.389049358764513
2009-08-31,44.757443352873494,0.16032258064516128,-24.275907015725938
2009-09-30,43.019545570204784,0.14666666666666667,-26.0395824920163
2009-10-31,42.11485347319828,0.11806451612903227,-27.027776685058413
2009-11-30,42.14445550305203,0.119,-25.84391300201532
2009-12-31,41.65047327482023,0.11806451612903227,-25.71370321171841
2010-01-31,40.82720047296076,0.11,-24.59124234321598
2010-02-28,40.89263601802,0.12642857142857142,-24.60866378781486
2010-03-31,40.57705751420883,0.16451612903225807,-25.59043915368407
2010-04-30,40.15283821230135,0.19833333333333333,-25.72235824139955
2010-05-31,40.11787275716209,0.2006451612903226,-22.775568546311316
2010-06-30,40.27251035708599,0.17666666666666667,-20.99883362932212
2010-07-31,40.502846944499645,0.18258064516129033,-21.105154204207885
2010-08-31,40.82939885025811,0.18935483870967743,-22.11075792518899
2010-09-30,41.32719256275056,0.19466666666666665,-22.28906902542629
2010-10-31,41.67094425224839,0.19129032258064516,-21.744028742890873
2010-11-30,41.8763389084546,0.19433333333333333,-25.514054564145965
2010-12-31,40.93256808085354,0.1832258064516129,-20.934749682009322
2011-01-31,40.06646552512738,0.16838709677419356,-19.082411678739366
2011-02-28,39.43621991594278,0.15678571428571428,-18.114953284510616
2011-03-31,38.699306719219926,0.13870967741935483,-18.13825494915682
2011-04-30,37.76559976376062,0.098,-18.760024234999932
2011-05-31,36.98219212714141,0.09387096774193548,-17.79971446737652
2011-06-30,36.16923638849365,0.09200000000000001,-18.620932190966506
2011-07-31,35.863987054315,0.07096774193548387,-17.69736090777645
2011-08-31,36.09287069649528,0.09580645161290323,-17.680521682355632
2011-09-30,36.3485082672637,0.084,-17.704875657217176
2011-10-31,36.506381956874215,0.0706451612903226,-16.13232550648462
2011-11-30,37.34110585210025,0.081,-14.559090073629074
2011-12-31,36.88275478521678,0.07161290322580646,-13.802748281469732
2012-01-31,36.709284626048166,0.08193548387096775,-12.376124892456321
2012-02-29,36.867672606512784,0.10379310344827586,-12.402944679729355
2012-03-31,37.93082398699811,0.1267741935483871,-11.730285597426054
2012-04-30,38.34442337491957,0.13933333333333334,-11.756543593176788
2012-05-31,38.63962928987534,0.15580645161290324,-11.808394708822233
2012-06-30,38.70793913342102,0.16166666666666668,-11.833202522401045
2012-07-31,38.96055524320225,0.15645161290322582,-11.874340343022721
2012-08-31,39.34902560341878,0.13225806451612904,-11.299734670427876
2012-09-30,39.972460105212654,0.14433333333333334,-9.365975088218228
2012-10-31,40.1461352489492,0.15838709677419355,-9.302917176103193
2012-11-30,40.20869322390035,0.16066666666666668,-8.755642818760755
2012-12-31,39.87023936546531,0.16451612903225807,-10.045265305140566
2013-01-31,39.11234763282587,0.14258064516129032,-10.77374038369459
2013-02-28,37.94995498963336,0.14500000000000002,-8.942551633219194
2013-03-31,37.03608945431982,0.1435483870967742,-7.887832074894527
2013-04-30,36.100952197725775,0.145,-8.54869222183213
2013-05-31,35.31083195336044,0.10903225806451612,-7.993065835168377
2013-06-30,34.58353557684768,0.09366666666666666,-7.9414606546138655
2013-07-31,33.83790878255156,0.09258064516129033,-6.862589881958904
2013-08-31,33.02063806664267,0.08290322580645161,-6.320946950434665
2013-09-30,32.664300862681536,0.08,-6.3442233352179995
2013-10-31,31.928739583112964,0.08709677419354839,-6.384281574056344
2013-11-30,31.320684553158078,0.08433333333333333,-4.936109513472783
2013-12-31,30.82029693588451,0.08516129032258064,-4.063970108810093
2014-01-31,30.300813274153615,0.07161290322580646,-3.779099189500104
2014-02-28,29.931983730757523,0.06642857142857143,-4.234154916455746
2014-03-31,30.033873590770245,0.07806451612903226,-4.150368743436961
2014-04-30,29.735649940085178,0.09033333333333333,-2.3309222855418543
2014-05-31,29.5187462630146,0.08709677419354837,-2.6096663867683714
2014-06-30,29.396840146189724,0.09566666666666666,-2.0420258048946405
2014-07-31,29.232436852976445,0.09096774193548386,-2.310056010065516
2014-08-31,29.147672148264043,0.08806451612903225,-2.068027468917058
2014-09-30,29.094989172829166,0.08833333333333333,-1.5441589535415217
2014-10-31,28.95145078216586,0.08903225806451612,-1.1940039088096408
2014-11-30,29.174108299074813,0.09200000000000001,-1.473495776021886
2014-12-31,29.502605892861656,0.12258064516129032,-1.116589964020815
2015-01-31,29.58514640154275,0.11483870967741935,-1.4459479341470214
2015-02-28,29.829548724205,0.11071428571428572,-1.0341912577233123
2015-03-31,30.184088732617248,0.11290322580645161,-0.9293522908854328
2015-04-30,30.33954289570422,0.12466666666666668,-0.9598819407823065
2015-05-31,30.462110821499593,0.12322580645161291,-1.3670472445593997
2015-06-30,30.501003084520484,0.129,-0.8973104200048925
2015-07-31,30.520828268903834,0.13032258064516128,-0.9300677979699793
2015-08-31,30.662527124145917,0.13806451612903226,-0.7804157334446596
2015-09-30,30.857627374277786,0.136,-0.6975507416628215
2015-10-31,30.952284557547717,0.1235483870967742,-0.8218265782675268
2015-11-30,31.272223161175074,0.11766666666666666,-0.9030823576625036
2015-12-31,31.54185454479313,0.24064516129032257,-0.8750797182115058
2016-01-31,31.56729394877026,0.3429032258064516,-0.4599634236913172
2016-02-29,31.67721272428694,0.37517241379310345,-0.42687513152332274
2016-03-31,32.04224337623037,0.362258064516129,-0.49950919675815847
2016-04-30,32.19501761530736,0.3653333333333333,-0.48577210619460764
2016-05-31,32.441682983955815,0.36516129032258066,-0.2758101150612714
2016-06-30,32.61187574125996,0.37766666666666665,-0.31638316885289963
2016-07-31,32.72930463178177,0.3916129032258065,-0.20000788072043266
2016-08-31,32.78284691755084,0.3967741935483871,-0.158746827846512
2016-09-30,32.91715695841887,0.39633333333333337,-0.23082967424176437
2016-10-31,33.09212894378118,0.3964516129032258,-0.10221728545270575
2016-11-30,33.4144462199159,0.4066666666666666,-0.06112621264145315
2016-12-31,33.617572651232216,0.54,-0.034244813931064315
2017-01-31,33.77431631914464,0.6496774193548387,-0.014756611308026635
2017-02-28,33.74895947204965,0.6567857142857143,-0.002846738795808345
2017-03-31,34.18623327416986,0.7861290322580645,-0.014446230919877866
2017-04-30,34.385218938586725,0.896,-0.022268772514102288
2017-05-31,34.64602721109322,0.9074193548387097,-0.06034103898481503
2017-06-30,34.7993344937514,1.04,0.007034307176666629
2017-07-31,34.964833892467176,1.1506451612903223,-0.07449227999177148
2017-08-31,35.072561291404156,1.1570967741935483,-0.18633171769658302
2017-09-30,35.38999774929879,1.153333333333333,-0.12161292368696179
2017-10-31,35.477965345516026,1.1538709677419354,0.042026643912649556
2017-11-30,35.775104502147784,1.157,0.05874897189347253
2017-12-31,36.085512984802,1.3016129032258066,0.156793853138311
2018-01-31,36.30868195256786,1.414516129032258,0.29314354566492273
2018-02-28,36.60746373764211,1.4175,0.1892484723227837
2018-03-31,37.12129637390942,1.5061290322580645,0.35162029755062746
2018-04-30,37.423477102562295,1.6923333333333332,0.3455980558327529
2018-05-31,38.00931676518119,1.7,0.6224591989061382
2018-06-30,38.48769602983618,1.8196666666666665,0.3403000842529136
2018-07-31,38.9278448881915,1.91,0.6193167739927417
2018-08-31,39.44269131324422,1.9148387096774193,0.6021952505731867
2018-09-30,40.08292729560443,1.9546666666666668,0.7696249809038798
2018-10-31,40.5504653894698,2.187741935483871,0.5905430865395139
2018-11-30,41.27298590108322,2.197666666666667,0.5918748556684644
2018-12-31,41.79905092777956,2.274193548387097,0.44617867047982745
2019-01-31,42.2118768706749,2.4,0.29891709057013277
2019-02-28,42.66583081373057,2.4,0.5001830745196008
2019-03-31,43.36354025566966,2.4051612903225807,0.42967022980574743
2019-04-30,43.89437131401434,2.423666666666667,0.8265915965297894
2019-05-31,44.74064282240365,2.390967741935484,0.7707825836311635
2019-06-30,45.22935422238559,2.377666666666667,0.8221229247636496
2019-07-31,45.92534977341468,2.4029032258064515,0.6413525927308458
2019-08-31,46.357593997975,2.1258064516129034,0.6662472163263402
2019-09-30,46.283558485980095,2.043,0.9596918804768031
2019-10-31,44.56965418991092,1.8296774193548386,0.7591731583088009
2019-11-30,44.169484718698904,1.5533333333333335,0.6245668393943912
2019-12-31,43.59276668916042,1.550967741935484,0.6709306921253696
2020-01-31,43.25196635867025,1.5506451612903225,0.9274803742415689
2020-02-29,43.07017978785226,1.5831034482758621,0.9772203171804987
2020-03-31,39.534203136322176,0.6522580645161291,-0.14083713341269682
2020-04-30,29.96630223201669,0.049,-105.19495389071047
2020-05-31,27.775648131765486,0.05,-76.86000778851907
2020-06-30,27.433061702713097,0.07766666666666668,-43.45178603274248
2020-07-31,28.42163444686329,0.09258064516129033,-33.352512617508005
2020-08-31,28.735012356304672,0.09516129032258065,-15.735501698472904
2020-09-30,28.74771035851076,0.09,-11.960410466875704
2020-10-31,28.58461012091008,0.09,-6.272581649747067
2020-11-30,28.557942399911973,0.08633333333333333,-5.355081710657149
2020-12-31,28.289702756006314,0.09,-5.239712726453906
2021-01-31,28.397839236085616,0.08516129032258064,-3.902900344264967
2021-02-28,28.002569704552645,0.07571428571428572,-3.1870035609226073
2021-03-31,27.658302697723276,0.06967741935483872,-2.3494608390509377
2021-04-30,27.71124556229226,0.069,-1.0997392346782688
2021-05-31,27.557689307656485,0.05806451612903226,0.5102579013777588
2021-06-30,27.14543344821201,0.078,1.1706859252905932
2021-07-31,26.691358712793555,0.09806451612903226,2.5957092043940206
2021-08-31,26.382343380988416,0.09225806451612903,2.9865346991662385
2021-09-30,26.071063682656302,0.07933333333333333,3.6219636601054965
2021-10-31,25.860164554214577,0.07903225806451614,5.305156634722985
2021-11-30,25.57083479393638,0.07966666666666668,8.003858941540994
2021-12-31,25.49129866020846,0.07967741935483871,9.56274622718289
2022-01-31,25.322477395050974,0.07935483870967742,10.495859021225371
2022-02-28,25.086269093711895,0.08,12.100702334035377
2022-03-31,25.270445749720867,0.2009677419354839,12.030381749859762
2022-04-30,25.362224936392625,0.33,9.88604628148657
2022-05-31,25.429613807045065,0.765483870967742,9.006732158555394
2022-06-30,25.532133985173093,1.2049999999999998,9.914701808381134
2022-07-31,25.62527660125865,1.6758064516129034,8.119392554713656
2022-08-31,25.693469908538074,2.33,9.044125221665245
2022-09-30,25.859464097980894,2.555,10.996490663822755
2022-10-31,26.112319913709385,3.08,9.442632001035346
2022-11-30,26.529396043868598,3.7800000000000002,
